Date,Time,Open,Close,High,Low,HeikinAshi,MACD,SIGNAL,BuyPrice
21/10/2021,14:23:46,4198.57,4197.86,4200.7,4197.76,4198.72,0.0,0.0,
21/10/2021,14:24:05,4195.64,4195.07,4195.64,4195.07,4195.35,-0.3851428571424549,-0.2567619047616366,
21/10/2021,14:25:05,4195.42,4193.8,4195.42,4193.8,4194.61,-0.5907591836730717,-0.47942675736926,
21/10/2021,14:26:07,4194.03,4194.28,4194.99,4193.99,4194.32,-0.6445079883378639,-0.5894809113483293,
21/10/2021,14:27:06,4196.86,4196.69,4196.87,4196.68,4196.77,-0.31388513452748157,-0.4057503934677641,
21/10/2021,14:28:05,4195.85,4195.88,4195.89,4195.84,4195.87,-0.23917418180553796,-0.2946995856929467,
21/10/2021,14:29:06,4197.82,4198.42,4198.8,4197.6,4198.16,0.08189327585387218,-0.04363767799506746,
21/10/2021,14:30:06,4195.42,4197.16,4197.16,4195.42,4196.29,-0.00357990238990169,-0.01693249425829028,
21/10/2021,14:31:06,4199.54,4198.21,4199.54,4198.21,4198.88,0.2561978672065379,0.16515441338492853,
21/10/2021,14:32:07,4203.57,4203.35,4204.19,4203.32,4203.61,0.8788228693529163,0.6409333840302537,
21/10/2021,14:33:07,4207.19,4207.2,4207.2,4207.19,4207.2,1.455510970919022,1.1839851086227657,
21/10/2021,14:34:06,4209.26,4209.27,4209.27,4209.26,4209.27,1.7728903320557947,1.5765885909114519,
21/10/2021,14:35:05,4205.91,4207.69,4207.69,4205.91,4206.8,1.4240083060221878,1.474868400985276,4207.69
21/10/2021,14:36:05,4209.0,4209.38,4209.6,4209.0,4209.24,1.3906007741770736,1.418689983113141,
21/10/2021,14:37:05,4213.7,4212.87,4213.7,4212.21,4213.12,1.6607860291942416,1.580087347167208,
21/10/2021,14:38:06,4216.09,4217.54,4217.54,4214.64,4216.45,1.967347020865418,1.8382604629660144,
21/10/2021,14:39:05,4219.19,4219.24,4219.25,4219.19,4219.22,2.190462072054288,2.0730615356915303,
21/10/2021,14:40:06,4216.77,4216.96,4216.97,4216.76,4216.87,1.7671728571858694,1.8691357500210897,4216.96
21/10/2021,14:41:06,4216.63,4217.18,4217.58,4216.63,4217.0,1.3986577242776548,1.5554837328587996,
21/10/2021,14:42:05,4220.56,4221.85,4221.86,4220.56,4221.21,1.5620189274004588,1.5598405292199058,
21/10/2021,14:43:05,4223.66,4224.53,4226.36,4223.66,4224.55,1.8352287084644558,1.7434326487162726,
21/10/2021,14:44:06,4220.46,4220.49,4220.49,4220.45,4220.47,1.276292476524759,1.4320058672552634,4220.49
21/10/2021,14:45:06,4220.58,4222.1,4222.18,4220.58,4221.36,0.9926006655186939,1.1390690660975502,
21/10/2021,14:46:06,4222.29,4221.88,4222.3,4221.77,4222.06,0.8375783847423008,0.938075278527384,
21/10/2021,14:47:06,4219.23,4219.7,4220.0,4218.97,4219.48,0.3805598775825274,0.5663983445641463,
21/10/2021,14:48:07,4218.07,4218.0,4218.07,4218.0,4218.04,-0.023369182923488552,0.17321999290572307,
21/10/2021,14:49:08,4216.0,4215.96,4216.0,4215.96,4215.98,-0.42923944509311696,-0.22841963242683694,
21/10/2021,14:50:06,4217.96,4218.46,4218.46,4217.96,4218.21,-0.2992707637258718,-0.2756537199595268,
21/10/2021,14:51:05,4225.43,4225.89,4226.46,4225.43,4225.8,0.6580610441424142,0.34682278944176714,
21/10/2021,14:52:06,4223.21,4223.25,4223.25,4222.37,4223.02,0.6754248424704201,0.5658908247942025,
21/10/2021,14:53:05,4225.27,4224.44,4225.27,4224.24,4224.8,0.8091036311852804,0.7280326957215877,
21/10/2021,14:54:05,4226.62,4226.82,4226.82,4226.62,4226.72,0.9933541256423268,0.9049136490020804,
21/10/2021,14:55:05,4226.54,4226.85,4226.86,4226.53,4226.7,0.9565067231933426,0.9393090317962552,
21/10/2021,14:56:05,4223.0,4223.55,4223.56,4223.0,4223.28,0.4405427823494392,0.6067981988317113,4223.55
21/10/2021,14:57:05,4223.86,4224.11,4224.11,4223.49,4223.89,0.23878191829044226,0.3614540118041986,
21/10/2021,14:58:06,4224.55,4224.26,4224.56,4224.25,4224.41,0.1844521858893131,0.2434527945276083,
21/10/2021,14:59:06,4229.32,4229.38,4229.38,4229.32,4229.35,0.704659193615953,0.5509237272531714,
